sequence_name,is_uk,is_cog_uk,central_sample_id,secondary_identifier,sample_date,epi_week,country,adm1,is_surveillance,is_travel_history,travel_history,lineage,uk_lineage,del_lineage,phylotype
England/NORW-E7254/2020,Y,Y,NORW-E7254,,2020-04-20,17,UK,UK-ENG,Y,,,B.1,UK2913,,
England/NORW-E8A97/2020,Y,Y,NORW-E8A97,,2020-04-15,16,UK,UK-ENG,Y,,,B.1.1,UK1427,,
England/NORW-E9762/2020,Y,Y,NORW-E9762,,2020-04-23,17,UK,UK-ENG,Y,,,B.1.1,UK1336,,
England/NORW-E84D5/2020,Y,Y,NORW-E84D5,,2020-04-17,16,UK,UK-ENG,Y,,,B.1.201,UK3230,,
England/NORW-E9401/2020,Y,Y,NORW-E9401,,2020-04-23,17,UK,UK-ENG,Y,,,B.1.1,UK1665,,
England/NORW-E7351/2020,Y,Y,NORW-E7351,,2020-04-19,17,UK,UK-ENG,Y,,,B.1.1,UK1893,,
England/NORW-E703C/2020,Y,Y,NORW-E703C,,2020-04-19,17,UK,UK-ENG,Y,,,B.1.1,UK2330,,
England/NORW-E8402/2020,Y,Y,NORW-E8402,,2020-04-16,16,UK,UK-ENG,Y,,,B,UK255,,
England/NORW-E72DC/2020,Y,Y,NORW-E72DC,,2020-04-19,17,UK,UK-ENG,Y,,,B.1.1,UK508,del_trans_1155,UK508_1
England/NORW-E9814/2020,Y,Y,NORW-E9814,,2020-04-23,17,UK,UK-ENG,Y,,,B.1.1,UK9544,del_trans_544615,UK9544_1
England/NORW-E737F/2020,Y,Y,NORW-E737F,,2020-04-18,16,UK,UK-ENG,Y,,,B,UK255,,
England/NORW-E6FA9/2020,Y,Y,NORW-E6FA9,,2020-04-19,17,UK,UK-ENG,Y,,,B.1.1,UK1336,,
England/NORW-E72FA/2020,Y,Y,NORW-E72FA,,2020-04-22,17,UK,UK-ENG,Y,,,B,UK255,,
England/NORW-E98BA/2020,Y,Y,NORW-E98BA,,2020-04-23,17,UK,UK-ENG,Y,,,B.1.1,UK1665,,
England/NORW-E9753/2020,Y,Y,NORW-E9753,,2020-04-23,17,UK,UK-ENG,Y,,,B.1.1,UK1336,,
England/NORW-E72BE/2020,Y,Y,NORW-E72BE,,2020-04-20,17,UK,UK-ENG,Y,,,B.1.1,UK2330,,
England/NORW-E6EBB/2020,Y,Y,NORW-E6EBB,,2020-04-21,17,UK,UK-ENG,Y,,,B.1,UK4371,,
England/NORW-E960B/2020,Y,Y,NORW-E960B,,2020-04-22,17,UK,UK-ENG,Y,,,B.1.1,UK1427,,
England/NORW-E85B4/2020,Y,Y,NORW-E85B4,,2020-04-18,16,UK,UK-ENG,Y,,,B,UK255,,
England/NORW-E97BD/2020,Y,Y,NORW-E97BD,,2020-04-23,17,UK,UK-ENG,Y,,,B.1.1,UK1336,,
England/NORW-E6F03/2020,Y,Y,NORW-E6F03,,2020-04-21,17,UK,UK-ENG,Y,,,B.1,UK2913,,
England/NORW-E8B85/2020,Y,Y,NORW-E8B85,,2020-04-13,16,UK,UK-ENG,Y,,,B.1.1,UK3634,del_trans_543832,
England/NORW-E8B58/2020,Y,Y,NORW-E8B58,,2020-04-13,16,UK,UK-ENG,Y,,,B.1.1,UK9544,,
England/NORW-E81CF/2020,Y,Y,NORW-E81CF,,2020-04-09,15,UK,UK-ENG,Y,,,B.1,UK2631,del_trans_737450,
England/NORW-E8138/2020,Y,Y,NORW-E8138,,2020-04-08,15,UK,UK-ENG,Y,,,B.1.1,UK2330,,
England/NORW-E88CA/2020,Y,Y,NORW-E88CA,,2020-04-12,16,UK,UK-ENG,Y,,,B.1.1,UK1427,,
England/NORW-E8068/2020,Y,Y,NORW-E8068,,2020-04-08,15,UK,UK-ENG,Y,,,B.1,UK2913,,
England/NORW-E81A1/2020,Y,Y,NORW-E81A1,,2020-04-08,15,UK,UK-ENG,Y,,,B.1.222,UK2587,del_trans_737469,UK2587_1
England/NORW-E7227/2020,Y,Y,NORW-E7227,,2020-04-09,15,UK,UK-ENG,Y,,,B.1.1,UK2330,,
England/NORW-E6E24/2020,Y,Y,NORW-E6E24,,2020-04-09,15,UK,UK-ENG,Y,,,B.1,UK2913,,
England/NORW-E8930/2020,Y,Y,NORW-E8930,,2020-04-11,15,UK,UK-ENG,Y,,,B.1.1,UK5335,del_trans_543594,
England/NORW-E8C0A/2020,Y,Y,NORW-E8C0A,,2020-04-14,16,UK,UK-ENG,Y,,,B.1.201,UK3230,,
England/NORW-E8244/2020,Y,Y,NORW-E8244,,2020-04-08,15,UK,UK-ENG,Y,,,B.39,UK293,del_trans_153,UK293_1.8
England/NORW-E8A2E/2020,Y,Y,NORW-E8A2E,,2020-04-12,16,UK,UK-ENG,Y,,,B.1.1,UK1893,,
England/NORW-E8BC1/2020,Y,Y,NORW-E8BC1,,2020-04-13,16,UK,UK-ENG,Y,,,B.1.1,UK9544,,
England/NORW-E8CA0/2020,Y,Y,NORW-E8CA0,,2020-04-14,16,UK,UK-ENG,Y,,,B.1,UK2913,,
England/NORW-E8806/2020,Y,Y,NORW-E8806,,2020-04-11,15,UK,UK-ENG,Y,,,B.1,UK10884,,
England/NORW-E838D/2020,Y,Y,NORW-E838D,,2020-04-14,16,UK,UK-ENG,Y,,,B.1,UK4717,del_trans_468,UK4717_1
England/NORW-E8174/2020,Y,Y,NORW-E8174,,2020-04-08,15,UK,UK-ENG,Y,,,B.1.1,UK1893,,
England/NORW-E8781/2020,Y,Y,NORW-E8781,,2020-04-12,16,UK,UK-ENG,Y,,,B.1.1,UK8566,del_trans_2069,UK8566_1
England/NORW-E894F/2020,Y,Y,NORW-E894F,,2020-04-11,15,UK,UK-ENG,Y,,,B.1.1,UK1427,,
England/NORW-E8217/2020,Y,Y,NORW-E8217,,2020-04-08,15,UK,UK-ENG,Y,,,B.1.225,UK4371,,
