#node	date	numeric date
NODE_0000055	2020-03-23	2020.225410
_England_NORW-EE518_2020_	2020-03-25	2020.230874
_England_NORW-EE3F0_2020_	2020-03-23	2020.225410
NODE_0000075	2020-03-17	2020.210299
_England_NORW-EFB15_2020_	2020-04-01	2020.250000
NODE_0000076	2020-03-21	2020.218838
NODE_0000077	2020-03-23	2020.225410
_England_NORW-EFA45_2020_	2020-04-01	2020.250000
_England_NORW-EDAB0_2020_	2020-03-23	2020.225410
_England_NORW-ED91D_2020_	2020-03-23	2020.225410
NODE_0000059	2020-03-22	2020.221632
NODE_0000062	2020-03-23	2020.225303
_England_NORW-E8271_2020_	2020-04-08	2020.269126
_England_NORW-E6EF7_2020_	2020-04-19	2020.299180
NODE_0000063	2020-03-23	2020.225410
_England_NORW-EDA38_2020_	2020-03-23	2020.225410
_England_NORW-ED9A4_2020_	2020-03-23	2020.225410
NODE_0000082	2020-03-20	2020.217215
_England_NORW-E83C9_2020_	2020-04-08	2020.269126
NODE_0000065	2020-03-23	2020.225944
_England_NORW-E9340_2020_	2020-04-27	2020.321038
NODE_0000084	2020-04-01	2020.250000
_England_NORW-EFB33_2020_	2020-04-01	2020.250000
_England_NORW-ECDB8_2020_	2020-06-18	2020.463115
NODE_0000086	2020-03-22	2020.222678
_England_NORW-E8156_2020_	2020-04-08	2020.269126
_England_NORW-EDA56_2020_	2020-03-22	2020.222678
NODE_0000091	2020-05-04	2020.339702
_England_NORW-EA5A3_2020_	2020-05-21	2020.386612
_England_NORW-EAAA4_2020_	2020-05-10	2020.356557
NODE_0000070	2020-04-11	2020.278123
_England_NORW-E9322_2020_	2020-04-26	2020.318306
NODE_0000073	2020-04-13	2020.282229
_England_NORW-EB01A_2020_	2020-04-30	2020.329235
_England_NORW-E8AF1_2020_	2020-04-13	2020.282787
NODE_0000093	2020-04-13	2020.282035
_England_NORW-E8D8F_2020_	2020-04-26	2020.318306
_England_NORW-E8CBF_2020_	2020-04-13	2020.282787
NODE_0000095	2020-04-28	2020.324047
NODE_0000078	2020-04-29	2020.325880
_England_NORW-EAF4B_2020_	2020-04-30	2020.329235
NODE_0000079	2020-05-04	2020.339525
_England_NORW-EB86D_2020_	2020-05-05	2020.342896
_England_NORW-EB812_2020_	2020-05-05	2020.342896
NODE_0000098	2020-04-30	2020.329681
_England_NORW-EB548_2020_	2020-05-01	2020.331967
NODE_0000081	2020-05-01	2020.331636
NODE_0000083	2020-05-04	2020.339525
_England_NORW-EB8A9_2020_	2020-05-04	2020.340164
_England_NORW-EBB46_2020_	2020-05-05	2020.342896
NODE_0000085	2020-05-01	2020.331862
_England_NORW-EA0B1_2020_	2020-05-19	2020.381148
NODE_0000087	2020-05-02	2020.335607
_England_NORW-EBC8F_2020_	2020-05-05	2020.342896
NODE_0000088	2020-05-03	2020.337432
_England_NORW-EB135_2020_	2020-05-03	2020.337432
NODE_0000089	2020-05-04	2020.338971
_England_NORW-EB6B1_2020_	2020-05-06	2020.345628
_England_NORW-EBAD0_2020_	2020-05-06	2020.345628
NODE_0000049	2020-03-16	2020.204956
_England_NORW-ED7F5_2020_	2020-03-23	2020.225410
_England_NORW-E9823_2020_	2020-04-23	2020.310109
NODE_0000053	2020-04-01	2020.250000
_England_NORW-EFCE5_2020_	2020-04-01	2020.250000
_England_NORW-E8CDD_2020_	2020-04-13	2020.282787
NODE_0000054	2020-03-18	2020.211632
_England_NORW-EB0CF_2020_	2020-05-04	2020.340164
_England_NORW-E8262_2020_	2020-04-08	2020.269126
NODE_0000094	2020-03-23	2020.225049
_England_NORW-E8208_2020_	2020-04-08	2020.269126
_England_NORW-E80A4_2020_	2020-04-13	2020.282787
NODE_0000058	2020-03-19	2020.214205
NODE_0000060	2020-03-20	2020.217213
_England_NORW-EE466_2020_	2020-03-24	2020.228142
_England_NORW-EDA29_2020_	2020-03-20	2020.217213
NODE_0000097	2020-03-22	2020.222678
_England_NORW-EE493_2020_	2020-03-24	2020.228142
_England_NORW-ED92C_2020_	2020-03-22	2020.222678
NODE_0000012	2020-03-20	2020.216750
_England_NORW-E8B94_2020_	2020-04-12	2020.280055
_England_NORW-ED9C2_2020_	2020-03-23	2020.225410
_England_NORW-ED87A_2020_	2020-03-21	2020.219945
NODE_0000042	2020-03-23	2020.225410
_England_NORW-ED82F_2020_	2020-03-23	2020.225410
_England_NORW-E8244_2020_	--	--
NODE_0000013	2020-03-21	2020.221147
_England_NORW-E9AD2_2020_	2020-04-30	2020.329235
_England_NORW-EB4D2_2020_	2020-05-01	2020.331967
_England_NORW-ED83E_2020_	2020-03-24	2020.228142
NODE_0000096	2020-03-22	2020.223000
_England_NORW-EE527_2020_	2020-03-25	2020.230874
NODE_0000101	2020-03-23	2020.226428
_England_NORW-EE3D2_2020_	2020-03-24	2020.228142
NODE_0000102	2020-04-12	2020.281003
NODE_0000103	2020-04-17	2020.293724
NODE_0000104	2020-04-18	2020.295973
_England_NORW-E91BF_2020_	2020-04-28	2020.323770
_England_NORW-E8E13_2020_	2020-04-25	2020.315574
NODE_0000106	2020-04-18	2020.295549
NODE_0000107	2020-04-19	2020.299180
_England_NORW-E7272_2020_	2020-04-19	2020.299180
_England_NORW-E94B6_2020_	2020-04-22	2020.307377
NODE_0000108	2020-04-22	2020.307377
_England_NORW-E96A1_2020_	2020-04-22	2020.307377
_England_NORW-E9A1E_2020_	2020-04-29	2020.326503
NODE_0000109	2020-04-12	2020.281292
_England_NORW-E72FA_2020_	2020-04-22	2020.307377
NODE_0000025	2020-04-19	2020.298465
NODE_0000028	2020-04-24	2020.311790
_England_NORW-EAA86_2020_	2020-05-10	2020.356557
_England_NORW-E9C81_2020_	2020-04-29	2020.326503
NODE_0000112	2020-04-20	2020.301913
_England_NORW-E7360_2020_	2020-04-20	2020.301913
_England_NORW-E9586_2020_	2020-04-22	2020.307377
NODE_0000029	2020-04-21	2020.305663
_England_NORW-E9E7C_2020_	2020-05-01	2020.331967
NODE_0000110	2020-04-22	2020.307377
_England_NORW-E95FF_2020_	2020-04-22	2020.307377
NODE_0000117	2020-04-27	2020.320178
_England_NORW-EC85D_2020_	2020-05-13	2020.364754
NODE_0000118	2020-04-27	2020.322054
_England_NORW-EAF69_2020_	2020-04-30	2020.329235
NODE_0000119	2020-04-28	2020.323770
_England_NORW-E8DCB_2020_	2020-04-28	2020.323770
_England_NORW-E9CAF_2020_	2020-04-29	2020.326503
NODE_0000120	2020-03-21	2020.219844
NODE_0000121	2020-03-23	2020.225086
_England_NORW-EE2C6_2020_	2020-03-24	2020.228142
_England_NORW-EE2A8_2020_	2020-03-24	2020.228142
NODE_0000122	2020-03-22	2020.222678
_England_NORW-EDA1A_2020_	2020-03-22	2020.222678
NODE_0000123	2020-03-23	2020.226246
NODE_0000126	2020-03-31	2020.246107
NODE_0000127	2020-04-01	2020.250000
_England_NORW-EFB06_2020_	2020-04-01	2020.250000
NODE_0000128	2020-04-02	2020.252635
_England_NORW-E8147_2020_	2020-04-08	2020.269126
_England_NORW-E6FC7_2020_	2020-04-08	2020.269126
NODE_0000129	2020-04-28	2020.324222
NODE_0000130	2020-04-29	2020.325945
_England_NORW-EAC08_2020_	2020-05-09	2020.353825
_England_NORW-E9B48_2020_	2020-04-30	2020.329235
NODE_0000131	2020-04-28	2020.324222
_England_NORW-E9AE1_2020_	2020-04-30	2020.329235
_England_NORW-EAC35_2020_	2020-05-11	2020.359290
NODE_0000000	2020-04-01	2020.250000
_England_NORW-EFD2E_2020_	2020-04-01	2020.250000
NODE_0000133	2020-04-08	2020.270389
NODE_0000134	2020-04-14	2020.284798
NODE_0000135	2020-04-16	2020.290984
_England_NORW-E851E_2020_	2020-04-16	2020.290984
_England_NORW-E8499_2020_	2020-04-16	2020.290984
NODE_0000136	2020-04-16	2020.290984
_England_NORW-E8402_2020_	2020-04-16	2020.290984
_England_NORW-E8718_2020_	2020-04-16	2020.290984
NODE_0000137	2020-04-10	2020.273565
NODE_0000138	2020-04-11	2020.277322
_England_NORW-EB44B_2020_	2020-05-02	2020.334699
_England_NORW-E81ED_2020_	2020-04-11	2020.277322
NODE_0000139	2020-04-11	2020.277246
NODE_0000010	2020-04-18	2020.296448
_England_NORW-E737F_2020_	2020-04-18	2020.296448
NODE_0000144	2020-04-23	2020.309647
_England_NORW-E9049_2020_	2020-04-24	2020.312842
_England_NORW-E9AB4_2020_	2020-04-29	2020.326503
NODE_0000145	2020-04-18	2020.296448
_England_NORW-E85B4_2020_	2020-04-18	2020.296448
NODE_0000146	2020-04-23	2020.309647
_England_NORW-ED7C8_2020_	2020-04-24	2020.312842
_England_NORW-E9094_2020_	2020-04-29	2020.326503
NODE_0000148	2020-03-18	2020.211048
NODE_0000153	2020-04-04	2020.259463
_England_NORW-E80C2_2020_	2020-04-08	2020.269126
_England_NORW-E8235_2020_	2020-04-08	2020.269126
NODE_0000163	2020-03-22	2020.221682
_England_NORW-EB900_2020_	2020-05-08	2020.351093
NODE_0000164	2020-03-23	2020.225410
_England_NORW-EFB51_2020_	2020-04-01	2020.250000
_England_NORW-EE3E1_2020_	2020-03-23	2020.225410
NODE_0000154	2020-04-11	2020.277322
_England_NORW-E896D_2020_	2020-04-11	2020.277322
NODE_0000152	2020-04-18	2020.296448
_England_NORW-E8675_2020_	2020-04-18	2020.296448
NODE_0000155	2020-04-23	2020.309470
_England_NORW-EE3C3_2020_	2020-04-24	2020.312842
NODE_0000157	2020-05-01	2020.331967
_England_NORW-EBE01_2020_	2020-05-06	2020.345628
_England_NORW-EB37B_2020_	2020-05-01	2020.331967
NODE_0000158	2020-04-12	2020.280602
NODE_0000159	2020-04-13	2020.281552
_England_NORW-E7254_2020_	2020-04-20	2020.301913
_England_NORW-E8FD4_2020_	2020-04-25	2020.315574
NODE_0000160	2020-04-12	2020.280602
NODE_0000161	2020-04-16	2020.291465
_England_NORW-E947A_2020_	2020-04-22	2020.307377
_England_NORW-E6DDC_2020_	2020-04-19	2020.299180
NODE_0000151	2020-04-23	2020.311218
_England_NORW-EAC26_2020_	2020-05-10	2020.356557
_England_NORW-EAF5A_2020_	2020-04-30	2020.329235
NODE_0000165	2020-03-22	2020.221916
_England_NORW-E829F_2020_	2020-04-08	2020.269126
NODE_0000166	2020-04-01	2020.250000
_England_NORW-EE703_2020_	2020-04-01	2020.250000
_England_NORW-E6E24_2020_	2020-04-09	2020.271858
NODE_0000168	2020-04-08	2020.268194
_England_NORW-E83AB_2020_	2020-04-08	2020.269126
_England_NORW-E9DCA_2020_	2020-05-02	2020.334699
NODE_0000167	2020-04-18	2020.296448
_England_NORW-E7175_2020_	2020-04-18	2020.296448
NODE_0000171	2020-04-24	2020.312208
_England_NORW-E8F89_2020_	2020-04-24	2020.312842
_England_NORW-EA00C_2020_	2020-05-03	2020.337432
NODE_0000173	2020-03-24	2020.228142
_England_NORW-EE3A5_2020_	2020-03-24	2020.228142
NODE_0000170	2020-04-02	2020.252403
NODE_0000172	2020-04-18	2020.296448
_England_NORW-E7139_2020_	2020-04-18	2020.296448
_England_NORW-E8F7A_2020_	2020-04-25	2020.315574
NODE_0000176	2020-04-07	2020.267240
NODE_0000162	2020-04-08	2020.269126
_England_NORW-E81B0_2020_	2020-04-08	2020.269126
_England_NORW-E8068_2020_	2020-04-08	2020.269126
NODE_0000178	2020-04-12	2020.281244
_England_NORW-E86B1_2020_	2020-04-18	2020.296448
NODE_0000175	2020-04-20	2020.302710
NODE_0000177	2020-04-21	2020.304626
_England_NORW-E6F03_2020_	2020-04-21	2020.304645
_England_NORW-E78BC_2020_	2020-05-05	2020.342896
NODE_0000179	2020-04-23	2020.309478
_England_NORW-E9FE2_2020_	2020-05-02	2020.334699
NODE_0000180	2020-04-27	2020.321038
_England_NORW-EAFC3_2020_	2020-04-29	2020.326503
_England_NORW-E92CB_2020_	2020-04-27	2020.321038
NODE_0000183	2020-03-21	2020.219945
_England_NORW-E8C37_2020_	2020-04-13	2020.282787
_England_NORW-ED8C5_2020_	2020-03-21	2020.219945
NODE_0000209	2020-04-17	2020.293716
_England_NORW-E8639_2020_	2020-04-17	2020.293716
NODE_0000184	2020-05-03	2020.337432
_England_NORW-EB223_2020_	2020-05-03	2020.337432
_England_NORW-EA190_2020_	2020-05-14	2020.367486
NODE_0000185	2020-03-23	2020.226722
NODE_0000186	2020-03-23	2020.226722
NODE_0000187	2020-04-08	2020.268610
_England_NORW-E8BA3_2020_	2020-04-12	2020.280055
NODE_0000194	2020-04-28	2020.324105
_England_NORW-E75A6_2020_	2020-05-04	2020.340164
NODE_0000195	2020-05-10	2020.355919
_England_NORW-EA27F_2020_	2020-05-14	2020.367486
_England_NORW-EACCC_2020_	2020-05-11	2020.359290
NODE_0000190	2020-03-24	2020.226831
_England_NORW-E8129_2020_	2020-04-08	2020.269126
NODE_0000235	2020-03-31	2020.246224
NODE_0000181	2020-04-21	2020.304645
_England_NORW-E7069_2020_	2020-04-21	2020.304645
NODE_0000255	2020-04-27	2020.321038
_England_NORW-E9270_2020_	2020-04-27	2020.321038
_England_NORW-E9EA9_2020_	2020-05-02	2020.334699
NODE_0000193	2020-04-02	2020.251980
NODE_0000240	2020-05-04	2020.338886
_England_NORW-EBDF5_2020_	2020-05-06	2020.345628
_England_NORW-EBBEC_2020_	2020-05-06	2020.345628
NODE_0000196	2020-04-03	2020.255845
_England_NORW-ECEB5_2020_	2020-06-01	2020.416667
NODE_0000199	2020-04-05	2020.259973
_England_NORW-EC7AB_2020_	2020-05-12	2020.362022
NODE_0000200	2020-04-07	2020.266029
_England_NORW-ECD4F_2020_	2020-05-29	2020.408470
NODE_0000201	2020-04-08	2020.268893
_England_NORW-ECC51_2020_	2020-05-28	2020.405738
NODE_0000202	2020-04-10	2020.275782
_England_NORW-ED449_2020_	2020-05-28	2020.405738
NODE_0000203	2020-04-12	2020.279456
_England_NORW-ECB90_2020_	2020-05-28	2020.405738
NODE_0000204	2020-04-13	2020.282689
_England_NORW-EA51C_2020_	2020-05-23	2020.392077
NODE_0000205	2020-04-15	2020.287000
_England_NORW-EA093_2020_	2020-05-18	2020.378415
NODE_0000206	2020-04-17	2020.293224
_England_NORW-EAA0E_2020_	2020-05-18	2020.378415
NODE_0000207	2020-04-18	2020.296880
_England_NORW-EA7DA_2020_	2020-05-18	2020.378415
NODE_0000208	2020-04-20	2020.300551
_England_NORW-EA998_2020_	2020-05-18	2020.378415
NODE_0000210	2020-04-20	2020.302438
_England_NORW-EA497_2020_	2020-05-14	2020.367486
NODE_0000211	2020-04-21	2020.304349
_England_NORW-EA251_2020_	2020-05-14	2020.367486
NODE_0000212	2020-04-22	2020.306140
_England_NORW-EC802_2020_	2020-05-12	2020.362022
NODE_0000213	2020-04-22	2020.307863
_England_NORW-EC653_2020_	2020-05-10	2020.356557
NODE_0000214	2020-04-23	2020.309595
_England_NORW-EBB37_2020_	2020-05-06	2020.345628
NODE_0000215	2020-04-23	2020.311413
_England_NORW-EBB64_2020_	2020-05-06	2020.345628
NODE_0000216	2020-04-24	2020.312048
_England_NORW-EBBFB_2020_	2020-05-06	2020.345628
NODE_0000217	2020-04-25	2020.315268
_England_NORW-E77CE_2020_	2020-05-06	2020.345628
NODE_0000218	2020-04-26	2020.317256
_England_NORW-EB979_2020_	2020-05-06	2020.345628
NODE_0000219	2020-04-26	2020.319258
_England_NORW-EBE6B_2020_	2020-05-06	2020.345628
NODE_0000220	2020-04-27	2020.321167
_England_NORW-EB2E7_2020_	2020-05-03	2020.337432
NODE_0000221	2020-04-28	2020.322942
_England_NORW-EB2D8_2020_	2020-05-03	2020.337432
NODE_0000222	2020-04-28	2020.324617
_England_NORW-E9E12_2020_	2020-05-02	2020.334699
NODE_0000223	2020-04-29	2020.326503
_England_NORW-EAB65_2020_	2020-04-29	2020.326503
_England_NORW-EADF6_2020_	2020-04-29	2020.326503
NODE_0000224	2020-04-05	2020.259789
NODE_0000225	2020-04-07	2020.265352
NODE_0000226	2020-04-08	2020.268287
_England_NORW-E6E15_2020_	2020-04-08	2020.269126
_England_NORW-E9DBB_2020_	2020-05-02	2020.334699
NODE_0000227	2020-04-22	2020.308283
NODE_0000228	2020-04-22	2020.308283
_England_NORW-E92F8_2020_	2020-04-27	2020.321038
_England_NORW-E92DA_2020_	2020-04-27	2020.321038
NODE_0000230	2020-04-22	2020.308283
_England_NORW-EAB92_2020_	2020-05-11	2020.359290
NODE_0000197	2020-04-26	2020.317008
_England_NORW-E8DAD_2020_	2020-04-28	2020.323770
NODE_0000198	2020-04-28	2020.324617
NODE_0000231	2020-04-29	2020.326503
_England_NORW-E90FE_2020_	2020-04-29	2020.326503
_England_NORW-E9999_2020_	2020-04-29	2020.326503
NODE_0000232	2020-04-29	2020.326503
_England_NORW-E98AB_2020_	2020-04-29	2020.326503
NODE_0000233	2020-05-03	2020.336479
NODE_0000234	2020-05-04	2020.340164
_England_NORW-E7676_2020_	2020-05-04	2020.340164
_England_NORW-E7755_2020_	2020-05-04	2020.340164
NODE_0000236	2020-05-03	2020.338278
_England_NORW-E7719_2020_	2020-05-04	2020.340164
NODE_0000237	2020-05-04	2020.340164
_England_NORW-E76B2_2020_	2020-05-04	2020.340164
_England_NORW-E7791_2020_	2020-05-04	2020.340164
NODE_0000238	2020-04-10	2020.274799
NODE_0000239	2020-04-21	2020.303800
NODE_0000241	2020-04-21	2020.305663
NODE_0000242	2020-04-22	2020.307377
_England_NORW-E9638_2020_	2020-04-22	2020.307377
_England_NORW-E96B0_2020_	2020-04-22	2020.307377
NODE_0000243	2020-04-22	2020.307377
_England_NORW-E9595_2020_	2020-04-22	2020.307377
_England_NORW-E9683_2020_	2020-04-22	2020.307377
NODE_0000244	2020-04-21	2020.305638
NODE_0000245	2020-04-22	2020.307377
_England_NORW-E953B_2020_	2020-04-22	2020.307377
_England_NORW-E961A_2020_	2020-04-22	2020.307377
NODE_0000246	2020-04-22	2020.307015
_England_NORW-E92BC_2020_	2020-04-27	2020.321038
_England_NORW-EB469_2020_	2020-04-27	2020.321038
NODE_0000247	2020-04-11	2020.277849
NODE_0000248	2020-04-22	2020.308220
_England_NORW-E9B1B_2020_	2020-04-30	2020.329235
NODE_0000229	2020-04-29	2020.326111
_England_NORW-E76D0_2020_	2020-05-04	2020.340164
NODE_0000250	2020-05-01	2020.333171
_England_NORW-EA8D7_2020_	2020-05-17	2020.375683
NODE_0000251	2020-05-03	2020.336476
_England_NORW-E7658_2020_	2020-05-03	2020.337432
NODE_0000252	2020-05-03	2020.338278
NODE_0000253	2020-05-04	2020.340164
_England_NORW-E7667_2020_	2020-05-04	2020.340164
_England_NORW-E77EC_2020_	2020-05-04	2020.340164
NODE_0000254	2020-05-04	2020.340164
_England_NORW-E76FE_2020_	2020-05-04	2020.340164
_England_NORW-E7746_2020_	2020-05-04	2020.340164
NODE_0000256	2020-04-13	2020.281618
NODE_0000257	2020-04-14	2020.285519
_England_NORW-E8587_2020_	2020-04-16	2020.290984
_England_NORW-E8CA0_2020_	2020-04-14	2020.285519
NODE_0000258	2020-04-26	2020.318981
NODE_0000259	2020-04-27	2020.321038
_England_NORW-E9252_2020_	2020-04-27	2020.321038
_England_NORW-E91CE_2020_	2020-04-27	2020.321038
NODE_0000260	2020-04-28	2020.324322
NODE_0000261	2020-04-29	2020.326004
NODE_0000262	2020-04-29	2020.326073
_England_NORW-E9C63_2020_	2020-04-30	2020.329235
_England_NORW-E9C72_2020_	2020-04-30	2020.329235
NODE_0000263	2020-04-29	2020.326073
_England_NORW-E9D15_2020_	2020-04-30	2020.329235
_England_NORW-E9D42_2020_	2020-04-30	2020.329235
NODE_0000264	2020-04-29	2020.326006
NODE_0000265	2020-04-29	2020.326073
_England_NORW-E9D24_2020_	2020-04-30	2020.329235
_England_NORW-E9C90_2020_	2020-04-30	2020.329235
NODE_0000268	2020-05-04	2020.340164
_England_NORW-E7685_2020_	2020-05-04	2020.340164
_England_NORW-E7782_2020_	2020-05-04	2020.340164
NODE_0000269	2020-03-15	2020.202551
NODE_0000270	2020-03-23	2020.226354
NODE_0000271	2020-03-24	2020.227007
_England_NORW-E8851_2020_	2020-04-13	2020.282787
NODE_0000111	2020-04-08	2020.269126
_England_NORW-E7324_2020_	2020-04-08	2020.269126
NODE_0000273	2020-04-17	2020.293716
_England_NORW-E86DF_2020_	2020-04-17	2020.293716
_England_NORW-E9911_2020_	2020-04-29	2020.326503
NODE_0000274	2020-03-23	2020.226354
NODE_0000275	2020-03-23	2020.226354
_England_NORW-E9216_2020_	2020-04-26	2020.318306
NODE_0000114	2020-04-14	2020.285519
_England_NORW-E9559_2020_	2020-04-22	2020.307377
_England_NORW-E838D_2020_	2020-04-14	2020.285519
NODE_0000277	2020-03-23	2020.226354
NODE_0000279	2020-04-01	2020.250000
_England_NORW-EFC03_2020_	2020-04-01	2020.250000
_England_NORW-E8226_2020_	2020-04-08	2020.269126
NODE_0000295	2020-03-29	2020.242963
_England_NORW-E89D6_2020_	2020-04-11	2020.277322
_England_NORW-E87DC_2020_	2020-04-11	2020.277322
_England_NORW-E8F10_2020_	2020-04-26	2020.318306
_England_NORW-E82AE_2020_	2020-04-08	2020.269126
NODE_0000335	2020-04-08	2020.268602
_England_NORW-E8EF5_2020_	2020-04-24	2020.312842
_England_NORW-E8332_2020_	2020-04-12	2020.280055
NODE_0000316	2020-04-10	2020.275557
_England_NORW-EB26F_2020_	2020-05-01	2020.331967
NODE_0000317	2020-04-13	2020.282787
